event_id,order_id,customer_id,date_sk,event_type,event_timestamp,payment_value,lifecycle_step
b26c0c64-c5e4-404a-888b-31c139a2b6b9,34deff6c-998f-4faf-ac5f-660dc4fe4136,65ed14a1-84d0-4514-9e9f-aebd4af10ff7,20251104,order_created,2025-11-04 20:20:08.736841 UTC,0,1
878c7140-4c45-40f8-a538-563065971c93,8d57371a-6dc3-4ce6-8912-080c56c45efd,29bf1e41-ec13-467a-a917-6e1e7f91da2d,20251104,order_created,2025-11-04 18:21:14.866086 UTC,0,1
2aec3cca-343d-4f6b-abed-a9de45930637,7038b95d-ab10-4265-83cc-b7b4f7663b68,19bf6633-1b48-424b-aecb-bd69ba04298d,20251104,order_created,2025-11-04 19:24:47.260457 UTC,0,1
2e1d7701-3be0-48b4-8f93-304ac494da53,6984b9d6-6ace-448c-91a2-3a28d5ecf54e,b4bc72fc-a995-41e0-8b64-0faa01deb12d,20251104,order_created,2025-11-04 22:27:15.501882 UTC,0,1
6af467d7-3452-44cb-ad9b-0472eb6bfd17,15cf8a22-6dda-45f3-bb78-0d573d4990d3,bb54962a-8cbf-4f89-a5af-68ab9fcb18fd,20251104,order_created,2025-11-04 20:27:55.770515 UTC,0,1
2cd01bf5-4e3e-4cc4-9b5d-a8accdf98848,ae409e9c-0d54-430c-ad6e-ce603b5f597e,ffff96d6-6d93-4e9d-9364-2dc17e879631,20251104,order_created,2025-11-04 20:40:59.230375 UTC,0,1
8f215612-7ae8-4654-86fe-33fd090d8287,2d2d15a5-15e4-4eed-bccc-bfc03dff4613,2565e230-bdb1-4e8b-b74d-f909805d3923,20251104,order_created,2025-11-04 19:06:05.341224 UTC,0,1
e839f1be-635c-4acf-98b7-30b22f3f5600,7a1a3cb7-d3ab-49ed-84ec-7d2f4756bc8a,eba3e02d-a505-4a32-bc70-334c4516d241,20251104,order_created,2025-11-04 18:33:57.51805 UTC,0,1
3991b624-06b9-4740-b544-abacac8c6042,396276b9-7a49-4bae-96f5-73bb080559b3,8f0e40fc-9d4a-40ec-a644-3e580499ff4f,20251104,order_created,2025-11-04 19:36:33.151864 UTC,0,1
f9b0a89b-6a45-49d8-bcb2-f482877aa430,c9111d73-5d4f-45cf-ace9-69ab67b7ff62,32541866-7444-4893-8cf9-3785fec51de1,20251104,order_created,2025-11-04 21:20:31.265746 UTC,0,1
65113812-ef18-4ac7-99be-816f9e5882ca,111a2081-6be9-48d1-8163-88280b667080,42e95f0e-5d3b-42ce-aa37-c24b5746d596,20251104,order_created,2025-11-04 22:26:48.480575 UTC,0,1
cd56e0d3-1c5d-4916-bd06-c80ec02026e3,2d235904-320d-4986-9bcf-eee4609008a4,20e99cd2-f0b1-4c40-81b2-233235f418c2,20251104,order_created,2025-11-04 21:40:59.230375 UTC,0,1
4a88b624-532e-4599-8d0f-09eaf7d06ac4,db0b7b26-b25d-4854-affe-1ad242da3d90,ed7aa2c3-3ce8-456d-b0bb-cdcf6314491a,20251104,order_created,2025-11-04 18:42:09.84114 UTC,0,1
07bb4be6-79ac-4cdd-99f4-377418820b2a,4df440f5-642e-4529-8b3b-2f85a6c597a5,b9823172-857a-498c-8eea-bc1c31a5afa7,20251104,order_created,2025-11-04 20:12:37.703054 UTC,0,1
e1159f24-0ac7-4941-9138-aa1f9bb2b27d,b38af499-7988-4ed0-b114-93d8f6bdc8bf,0c71e5d3-bd63-4490-8b30-3a71e274f8b7,20251104,order_created,2025-11-04 20:07:37.06606 UTC,0,1
64640a07-826f-4d3a-85d0-380941be7c6a,a0ec96f5-303c-4729-a754-89bd75b1837a,0c710cd2-7c0e-496e-9555-c9b5aebb19dc,20251104,order_created,2025-11-04 22:36:55.399252 UTC,0,1
aed3c78c-5038-46a4-a19b-4bca5920a7dc,6a9a092c-7466-47f9-b914-ac704df82e42,524b8c03-335c-4639-b772-a1ac6eb28d6a,20251104,order_created,2025-11-04 20:23:54.230266 UTC,0,1
661a4ae3-02eb-4a3f-b561-e2f5183b1a11,1d0ede6f-4373-4382-8f68-2550e09a1efb,0c856730-963f-41e1-b268-d7a695cfed91,20251104,order_created,2025-11-04 19:23:58.412975 UTC,0,1
cb88c80f-e646-4c99-babf-fb0641d61f4c,caee34be-6663-4ee8-a9e5-05b07e461ec8,9c447981-a938-4941-bca3-9571a6dccb93,20251104,order_created,2025-11-04 21:30:27.260696 UTC,0,1
e6a499c2-0126-4ff7-8cef-dde95323e5ce,2a8d3c31-2695-455d-8cb1-adb5232ae941,71789f9d-6322-412d-bd5c-d483f01265e3,20251104,order_created,2025-11-04 20:12:03.923486 UTC,0,1
002a5cbf-4506-4218-a443-382991f32288,b49a9c50-6dcf-408d-a32b-4540dd7ae63b,0984b8c2-d35d-468e-bc45-577ef24b2586,20251104,order_created,2025-11-04 22:27:34.276109 UTC,0,1
9c69a35e-3b8e-4787-bf76-01249c96ad54,b77596d1-175e-482c-b6ce-a61fd2fc9ad7,971cbbb7-00bc-4ae3-b411-a52dfb928a63,20251104,order_created,2025-11-04 19:08:57.683165 UTC,0,1
d34b9022-d118-4e20-8718-2e28d5ef3e20,07a7294e-41b9-493d-b15a-50ab65ae4c2e,610679e5-6fbd-448f-8afb-79b09279bb62,20251104,order_created,2025-11-04 19:37:11.309221 UTC,0,1
2030d03e-9220-4838-aa9d-72604386cf5a,73a999c7-9311-4893-960b-0f732c8d0733,72781a50-a82c-45a6-a956-9e71d48a003c,20251104,order_created,2025-11-04 20:23:32.661251 UTC,0,1
26aecc0e-9785-4b5e-a203-b849a3e401ae,77751361-abb7-4f63-aa50-a627b93bd385,a8fd40d0-09de-4073-bc9d-953d71eb82dc,20251104,order_created,2025-11-04 22:08:06.360721 UTC,0,1
81ad7c2a-42ad-4677-b356-3c53d979c095,a5573a09-b0fc-42af-a73d-b26851788189,ec84ea26-d15a-4e0a-8a53-76eab036d6bc,20251104,order_created,2025-11-04 22:42:35.528682 UTC,0,1
4c80755c-0123-40fb-b5db-63222aec4f59,820c3ca2-6ffa-42d2-85d7-96caa4a548bd,58f60ed5-5d26-423c-9488-707fc9377989,20251104,order_created,2025-11-04 18:38:15.314191 UTC,0,1
6395d603-2e97-4315-ad56-8e5d6ff5844a,dba10190-be40-4fc3-8b8f-98656244b000,fc73bc7e-a8ae-41de-a862-ddb24ed591c8,20251104,order_created,2025-11-04 19:22:08.779073 UTC,0,1
1c6cb227-a8ec-4901-ba70-c87f5eed4b0b,2cbf966c-fe08-4083-ab54-57ee4188c6d6,23ce5b84-308e-4256-8e27-5812e010e3e8,20251104,order_created,2025-11-04 20:20:08.736841 UTC,0,1
353f15c1-3960-412c-8c01-d73613624b93,d88d9094-0c16-4688-82b0-17343ee2f3f4,96211df7-ff66-4834-905f-d8bf262db7aa,20251104,order_created,2025-11-04 19:10:06.773501 UTC,0,1
e271b8bb-41c2-4606-b3a9-ceca3792b86a,ad09e5c4-2219-46f4-8274-9f27116b8dd2,edafcc11-e021-4b5a-a035-790f90f1d6c4,20251104,order_created,2025-11-04 20:44:52.753306 UTC,0,1
6eb0adaf-2ad9-4cb4-985a-8c709f56f13b,40a44742-93c9-43ad-8790-f686b9cf3e17,baa0ef6b-a363-410c-9304-e55b3f2991cb,20251104,order_created,2025-11-04 18:13:47.503942 UTC,0,1
58c4ddcf-5fe8-4180-abb1-a123313bfb38,19482a87-869d-4d2a-ba3b-d12259af4264,4a455dbc-714c-4899-8731-a8f84f97903f,20251104,order_created,2025-11-04 20:29:49.543873 UTC,0,1
6b91e160-9ac4-4f37-afa6-8a2ed87e3889,975d8d09-7545-41cd-b232-3f78dbb8e533,06c6a5cc-b0a1-45e4-aaf3-ac4ac064a5a9,20251104,order_created,2025-11-04 20:10:32.999811 UTC,0,1
1dcb9b7a-64ec-4f4c-98b0-cfb1b09664d9,d40154ea-2f7f-4c0a-8c1f-b8ea87b3c566,9165d548-a2ef-4cb4-a1cf-0a7a2f49f8b6,20251104,order_created,2025-11-04 19:37:56.282384 UTC,0,1
e8111c2c-e6c6-451b-84c1-489853b75e31,9a7dca6c-57dd-4950-b038-d3bf114f71ac,790bf5da-b873-4eb1-8f79-ca0ec0f65232,20251104,order_created,2025-11-04 22:30:53.827321 UTC,0,1
b7efd33c-3bee-4b56-9eab-0c0233cdb16a,01289722-bca9-47ff-9e98-cd4bbe3a78b3,31deb664-8557-46b4-a756-e6d61a04aa54,20251104,order_created,2025-11-04 21:42:18.243546 UTC,0,1
2c122891-1771-4bef-8fa4-ecf8c647a363,2388e8c6-7158-47ec-ab97-615ec8e20d6d,877be715-91ad-4172-85bc-7a1a817a8e97,20251104,order_created,2025-11-04 19:44:05.295812 UTC,0,1
1008306d-e932-4e1c-9dbb-76b71db809bf,a221abd1-b0ba-4ad2-beeb-e51e4823ea6e,d2ac227a-b530-454a-8bb6-adad1d0c1c42,20251104,order_created,2025-11-04 23:24:22.46827 UTC,0,1
9d8c5903-a31e-4eb6-a02a-3c89946542ad,132283d3-c6d1-4114-9c14-9b3045a6d37c,016d9021-0848-4edf-8c9f-b327e3673ec0,20251104,order_created,2025-11-04 21:28:37.814541 UTC,0,1
4c135a44-2108-4bd3-8cdd-2bb3531fc67e,154a8cbc-6bf8-4565-a23a-f5675e3e0821,693cfa8f-ff5e-4799-9ce3-36dffdbcf00d,20251104,order_created,2025-11-04 23:26:00.868935 UTC,0,1
e42a19e9-75d7-448a-b02a-45ae7ba68cb5,1e9f10f1-a688-4359-a322-19fa482f2acc,291f913e-4762-49c6-b4f0-71e126f81a1a,20251104,order_created,2025-11-04 19:31:46.701753 UTC,0,1
4497e8c6-9e4a-48d9-b9f1-baa9122fce4f,fea83d63-f19a-4fc9-b5ac-b8a1c558a72a,ee78bb7f-e247-43ac-a542-427e4f057058,20251104,order_created,2025-11-04 20:43:14.651834 UTC,0,1
660f0770-c920-4646-9a0e-34ba4488a81a,1e911ac3-ab6f-4be0-861c-edbf08449fb5,8ed83986-b417-4525-964b-a2cfe0315bdd,20251104,order_created,2025-11-04 18:38:23.437434 UTC,0,1
074256bd-5ca0-4fae-956c-ec1386f02193,628bb23e-ce08-4234-9fd1-34d0ec180886,cc12df02-b96f-485a-bc76-6d0ab502a14d,20251104,order_created,2025-11-04 20:38:47.758049 UTC,0,1
32ff99a0-f71d-45fd-863a-0fe7e340a5db,24a94025-8830-4e9b-a9f4-3f938685cef9,2cff316f-e241-4082-a7c3-8d1a1dbd58d2,20251104,order_created,2025-11-04 22:12:08.975167 UTC,0,1
f530400c-5656-4692-b0d0-936bee2006bd,e4888756-745f-44b0-ac9c-12679d867ce7,877bf87e-5ba1-4aa5-80c0-3d94d97ab689,20251104,order_created,2025-11-04 18:11:15.756194 UTC,0,1
1f4d1385-362b-4e0c-ac5d-f531761fe59a,5bc78f00-7660-429e-8765-8cb0503e878a,152247e7-1f75-42ad-b992-a9f68d11e7b1,20251104,order_created,2025-11-04 22:06:40.856977 UTC,0,1
c3f46532-4997-4f63-b6f5-2940254e6145,87458b27-6cbe-4471-b238-fae35568406f,09fde3ae-c9e4-4e4a-9722-b1e1ead52f6d,20251104,order_created,2025-11-04 18:10:02.118494 UTC,0,1
40732ef8-dc8d-4fcb-bb4f-307765f0c659,57f9a8a4-8e79-4e72-84fb-a2d1e054ac35,bc93856a-c05a-4d7a-a365-d27eba92a12c,20251104,order_created,2025-11-04 23:22:27.894255 UTC,0,1
9a525a2a-24f9-4be5-91a7-2422ed0d4e09,3c3c8a2d-e4b6-47ec-99e3-12fe92d50183,2c3413aa-bcf2-405a-8728-42b69bd489a7,20251104,order_created,2025-11-04 21:27:05.915637 UTC,0,1
747f78b2-5c57-429d-ab58-c200eb05d091,f8f4da43-3c9c-4665-80c0-b1b16a839b2f,dcec456f-2854-4757-950c-6c9b329976de,20251104,order_created,2025-11-04 18:05:38.126889 UTC,0,1
eebb8d7f-0666-4449-a4dc-46aafb44d6e9,454ba484-cfe4-4c04-afac-cf995cd38829,855e8a81-324e-4e44-a094-11fdea163b41,20251104,order_created,2025-11-04 22:31:51.179849 UTC,0,1
8994d7b3-2e8e-4817-a9d9-dd658094848a,c59d0c00-06df-4218-84e3-097927f1ec7b,0d8e7794-01e0-4932-8ee4-5717be73e21b,20251104,order_created,2025-11-04 20:44:48.094798 UTC,0,1
c3522bfc-7550-4177-b905-198a4aa38230,fd000f32-fcef-492a-be3e-149281136e66,3b55c703-8389-4ef1-a957-bd03b9b47e6d,20251104,order_created,2025-11-04 23:26:52.610281 UTC,0,1
ff210962-b5e4-4666-a336-3cc61bbb016e,8aa8844d-00e4-478c-8cc3-a68422156f91,16e6a102-5c68-46d5-8774-90ecb3efe68a,20251104,order_created,2025-11-04 22:08:39.925982 UTC,0,1
e02b77bf-12bf-4fe6-9261-41ba316e2384,cab8e464-8feb-44e0-8a8b-0cf7337466ba,ad32c98c-01db-4540-87eb-11e4dd34696a,20251104,order_created,2025-11-04 20:43:53.124137 UTC,0,1
c9ba539a-f315-481f-aa2f-8a40e5c25699,9788e6ba-34ff-42ab-b7f5-2ea81dad7e06,d644e285-c83b-4bc5-af15-d4c6e9ddb467,20251104,order_created,2025-11-04 22:22:16.339529 UTC,0,1
e8d39cd1-14ec-442f-9834-080beb5fae91,335db81f-cd8b-4625-ab9f-7db3d5372207,73891c7b-3e44-487e-9b9b-ddc9aa8fc558,20251104,order_created,2025-11-04 22:28:33.731358 UTC,0,1
eeae1633-8b97-46c4-a3d6-919c230b16b8,1dc06281-eeb0-4d13-ac72-417bc9bc5581,4d65957a-1e4f-475a-bc06-a3ff1b2693f9,20251104,order_created,2025-11-04 23:10:06.773501 UTC,0,1
0d314ed8-77ea-40dc-8650-4c1a381ad886,6e2834ab-4e31-4ef1-bef8-34b7a1a3e0de,403b069e-a8ec-457d-a15d-df95aab83d4b,20251104,order_created,2025-11-04 23:42:06.037334 UTC,0,1
3f445ab7-df69-4848-9f60-3992bcc79864,61556f90-64ea-4782-97a5-244a3c84dff6,ce22eb5b-ca23-471e-91e1-9c4260e9c861,20251104,order_created,2025-11-04 23:24:42.919501 UTC,0,1
a767f97a-8a74-48d1-ad59-5e01aaaffba6,9da3aa5b-ad49-43a3-af34-428cfb31924d,918cac02-7ebb-4b7d-89c1-069b953f1b3a,20251104,order_created,2025-11-04 18:25:47.710289 UTC,0,1
7b62b86c-4720-42e1-90ed-42744b87d0c5,265f59c0-1d8c-4bd7-b510-8dff24c4d22a,7cee066b-553b-4e67-ab47-bdaadafed213,20251104,order_created,2025-11-04 20:26:25.614239 UTC,0,1
7d3017c8-67a0-4ab8-8b11-b84ae15b5d66,a37c62c0-c644-44f4-af53-eb02f492bbfa,6dfb3161-edb2-4faf-8561-924bdca96b47,20251104,order_created,2025-11-04 18:26:05.451184 UTC,0,1
ec159ebc-9e13-4384-9b82-f41473383567,b5e425a9-b93c-41f5-a0f7-f86cf9a7ab33,3a36ce6d-782e-4161-82fb-dccf72de0205,20251104,order_created,2025-11-04 18:33:43.928462 UTC,0,1
3ac53a16-6d35-4178-b78a-7baa0ab7459c,d2c38081-20dd-435b-91ef-e4af16994347,b20b448e-692b-4491-be92-e02173762a80,20251104,order_created,2025-11-04 20:34:54.362945 UTC,0,1
bb026622-f785-49c5-9417-80abed545c12,490ee349-3caa-4db9-a933-7593e521891a,5b1c5889-6de3-4070-a628-193e2d29ab1b,20251104,order_created,2025-11-04 23:25:47.710289 UTC,0,1
5bfc36aa-da47-48f0-8605-91fd80215dd7,989c8e12-1af1-48c4-95f4-199a727cc16a,e41e84f8-c8e6-4997-a068-f5dda9094d4b,20251104,order_created,2025-11-04 22:23:45.00586 UTC,0,1
742ca927-abd4-457e-a1b3-b5582ace13d3,ef2def13-6a47-4e12-94e5-99d9bd050ed6,2203fbea-a924-42ea-8839-83ff7cf17c7e,20251104,order_created,2025-11-04 20:31:38.151183 UTC,0,1
9cd09e45-235e-4cea-b93a-92aba3482ea0,88ace18a-fd1a-411d-ac8b-146bff0e9421,71dd2999-274c-46a9-b27c-ab41e424875b,20251104,order_created,2025-11-04 20:44:05.295812 UTC,0,1
d4189f13-2dbd-4c88-a773-55647de91806,01b23e57-bbe3-41ee-9da0-b2809ef3f5b0,2b32e8e4-90b4-4897-8f86-4cdb045d72da,20251104,order_created,2025-11-04 20:45:02.322044 UTC,0,1
b2a3a206-42b9-4dc0-92ab-fbc3ab113811,63bd4097-0f7a-4e45-9f96-69095a85c0dc,73170c78-5ca7-4d95-9baf-ebc8245430ef,20251104,order_created,2025-11-04 19:36:13.542543 UTC,0,1
c8fa2df7-dd59-45e6-93dc-a9b22dfe43bf,2659edf7-5ab8-44a5-9876-d948084d5914,c5215626-ff9b-4280-afd1-7625a06e220e,20251104,order_created,2025-11-04 23:32:08.545296 UTC,0,1
37cca332-1cd7-45ba-b85a-a8a15c6ed395,918124c1-455d-4a1d-ae06-f23a86fca1b9,1763fb6d-40ab-42e0-ac8d-f88cc66cb2e1,20251104,order_created,2025-11-04 21:22:23.612253 UTC,0,1
5c55cd6a-417b-46a2-a23b-5dd1f899deac,55d2fce1-cccb-4c0c-bf25-aeccc4b8bb68,2188d6fc-7417-464e-986c-d19ec2adf9a2,20251104,order_created,2025-11-04 22:29:45.851007 UTC,0,1
93f73be1-f2f6-4528-914f-daab2efc7b33,056c2a6e-78f4-48c1-913e-bbb74af0871a,31660b61-8fbd-41b4-b8bc-aa4ce560aafa,20251104,order_created,2025-11-04 23:44:35.826821 UTC,0,1
4ce78255-98b9-49ca-a6ea-c80ced5175e8,96a0c1c9-3674-4210-a0a5-77600b4fc083,7251c7ca-87ba-48b3-b230-567c73f39cf2,20251104,order_created,2025-11-04 21:40:45.335216 UTC,0,1
481dcb39-b4a2-483a-aa97-fa4123374b06,f8240ac1-54b8-49e1-ae9b-153785cd8486,465644f0-ec52-4ba1-99dd-4c85e2a69566,20251104,order_created,2025-11-04 19:20:51.52164 UTC,0,1
d990070f-9541-4134-900b-af7b5170eb66,252b0bc7-e679-4b18-b072-2c247f27bf34,db3d170a-4236-48bd-a786-0d50b84e8730,20251104,order_created,2025-11-04 21:35:23.427404 UTC,0,1
e54141f8-68c9-402b-86f0-06c73170c0be,8cb809fb-6be9-4c77-96ea-cab9428a4a06,fe155d93-f2d0-4abd-9bf0-d39cdf6c69d4,20251104,order_created,2025-11-04 23:24:27.011448 UTC,0,1
930e244a-34f0-42c5-bbe0-7319b7763a50,a83152e2-4b75-42c1-88b2-8ed521d7628b,0296d7a0-0136-4899-9ca1-efbfe327c20c,20251104,order_created,2025-11-04 20:26:29.280602 UTC,0,1
3be38b32-3fcf-4e59-a7fd-a0a20a0403d5,045fb9c7-0178-476d-8ed3-fa3737f00d5c,22d92015-6335-4da5-b1f6-8781f8830a85,20251104,order_created,2025-11-04 20:34:02.433781 UTC,0,1
1888e3ea-82d2-485c-afd1-464a2f087be2,26165d43-2ab0-401c-8b42-3ca7a8fbe41b,25adf827-e17a-4db2-974c-8d76f0e9f605,20251104,order_created,2025-11-04 23:11:33.470512 UTC,0,1
fe251807-1397-4562-bcac-adfe5603c234,f0e7ba28-6b51-4331-9fad-6bc28c4fe382,2bd148f0-6ef1-4945-ba6b-883a112c9ca3,20251104,order_created,2025-11-04 19:41:30.076856 UTC,0,1
14dbc479-b802-4ba1-9c30-905008ff0c53,755f4792-b5d7-4dba-aa20-beb07ab32c26,7f312ba2-0c6b-43ce-9c6f-95a44da161ff,20251104,order_created,2025-11-04 20:09:03.395584 UTC,0,1
3e9fb924-ea8f-421e-86bb-b2479dd84d43,9ec0a3e9-6a20-4366-abfb-dae2061b3be8,93dc95ae-597b-4ab8-a357-f50fdbbaffca,20251104,order_created,2025-11-04 20:40:37.309135 UTC,0,1
54f82457-b452-481c-88eb-34eeea07833a,1aebbeb2-4d05-4a64-aa0f-7211cb5c23ac,ac4d5bfe-6852-42f5-a700-dd40a5eb6b29,20251104,order_created,2025-11-04 21:24:39.120287 UTC,0,1
2a522cd6-d3f5-4b50-8f71-5ddabcb9ccae,36852c89-87c2-4567-883f-1c8eca3b05a7,20468e12-91b6-4ee1-9074-7496af7b1cb6,20251104,order_created,2025-11-04 18:29:16.202591 UTC,0,1
4c6d2fa5-d3fd-4b6d-93b6-16a7cd6fa7cb,a278fa9e-b628-49e0-85db-104c2e0816eb,e03299e1-a1c8-4acc-8af0-31489ea6344d,20251104,order_created,2025-11-04 18:38:04.440061 UTC,0,1
7d86fb93-726f-46c7-b148-263094fa56d4,db9dfb1b-28fa-4892-ae22-5ea6c79c7be4,bed3247b-3dbc-48cf-94a1-97d03be88465,20251104,order_created,2025-11-04 19:36:46.354613 UTC,0,1
fa28bf42-cae8-4c46-b957-bbf64415d396,2925bf64-6840-41bb-b0ee-a6e330a4875f,82a1883f-1944-4579-abe1-72541438e791,20251104,order_created,2025-11-04 19:13:19.456745 UTC,0,1
110f7ff7-2b78-445c-9a34-0aeefa89fc0e,06c52971-29e8-4e6b-98ea-a357cf78a7bb,91469a48-8dd0-4a45-880b-2644dc2bcc50,20251104,order_created,2025-11-04 18:24:56.802049 UTC,0,1
48f5354e-b6d0-4254-951c-2b25437c4a57,99a0a197-605b-45b1-a6c7-6226b8911caf,cbc693b1-f944-48d1-b8bb-13eccde0a4c4,20251104,order_created,2025-11-04 22:12:08.975167 UTC,0,1
b45164ed-2ad1-4300-837c-61a1d8d31c9b,974f28a5-7534-493b-9ea4-12306eb8f019,f7937701-fcdb-47f7-86b9-ac239194655d,20251104,order_created,2025-11-04 23:41:26.329887 UTC,0,1
dcb3cadf-3b98-4e1b-aa04-407050fb9b39,726d8cbd-79ef-404b-8e65-84ca945a2ba0,c746802c-d60e-4016-bb9a-9a0cda669b28,20251104,order_created,2025-11-04 23:05:10.588368 UTC,0,1
ed87f37e-4052-4249-bf70-ac978a7a2915,34c9b531-9574-42e6-b398-9f95e83ba7cf,50901a3d-4932-4b49-8b9d-a3d22e9d00d1,20251104,order_created,2025-11-04 18:13:36.333593 UTC,0,1
17bdedad-380d-4400-b8f1-154561ba887a,29d4f8e7-c702-4653-ba3d-32e865bef9f0,73d93a43-b754-4022-af64-58f8e1e82135,20251104,order_created,2025-11-04 22:29:16.202591 UTC,0,1
e17bdccc-201c-404a-a67b-3fa1fc8817fc,ab868e02-cdf7-4057-a634-2a1d8de34bf1,fb9bd9bd-7d33-4814-837a-4532197566fe,20251104,order_created,2025-11-04 19:10:17.833524 UTC,0,1
99180a44-612a-4462-a431-fa996122685d,6260cb21-3c58-4697-8ce0-8574316dcc08,f9d9dbc5-f01b-4071-82c0-377716a7b0bc,20251104,order_created,2025-11-04 21:44:19.209683 UTC,0,1
a2d4f6b8-9f33-4a6a-bbc3-032ee149ef4b,b4b9cd44-fb80-4e9b-98b7-af25a3f8475a,e9088840-dd2a-4a0c-9749-221acfb85117,20251104,order_created,2025-11-04 21:13:09.08841 UTC,0,1
f88b3e52-1e52-4567-8e9e-f5ec9d6841fc,ac982490-f1ea-4b6e-ab7f-6eb0d0880d76,22b59c90-ae49-4e05-bf77-49531915287f,20251104,order_created,2025-11-04 20:35:44.673027 UTC,0,1
16f7ea64-5c2f-4e3d-a0ef-14d610a7baae,4882f839-aa48-444c-b6e7-1283a94c0598,786bd026-6216-4ab6-82f7-7b9da2807909,20251104,order_created,2025-11-04 22:27:46.911767 UTC,0,1
14c8a03a-a6d5-4600-9d93-74576e6c3ddb,3da7f01d-df61-4067-a0b3-f6cea0f2e440,1aae1ec9-96c1-4ba0-9c41-de8cf2342dee,20251104,order_created,2025-11-04 22:11:55.980569 UTC,0,1
09aee67e-bee3-4b1e-8985-514a4b951a41,a234e486-6fa3-47ef-83c3-8ca69b193be3,30ebd31c-726e-4a6e-9b6a-84ddcb6a86d1,20251104,order_created,2025-11-04 21:09:29.243839 UTC,0,1
